Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
"Tekad Prabowo Ciptakan ""Clean Goverment""","JAKARTA, KOMPAS.com - Presiden RI Prabowo Subianto bertekad untuk menciptakan pemerintahan yang bersih atau clean goverment. Hal ini dilakukan sebagai upaya memberikan kemakmuran bagi rakyat.Dia menjelaskan bahwa dengan pemerintahan yang bersih, pemerintahan akan berjalan efisien yang nantinya akan mampu menjaga dan mengelola kekayaan.""Kita harus bertekad menciptakan pemerintah yang bersih karena di mana-mana pemerintah bersih clean government itu yang menjamin kemakmuran,"" kata Prabowo dalam Pertemuan Tahunan Bank Indonesia (PTBI) di Kompleks Bank Indonesia, Jakarta Pusat, Jumat (29/11/2024) malam.""Clean government, pemerintah bersih, pemerintah efisien yang bisa nanti terus menjaga dan mengelola kekayaan negara. Saudara-saudara adalah benteng terdepan,"" ujar dia.Baca juga: Prabowo Puji Bos BI-OJK Bak Jenderal Bintang 4, Penjaga Negara di Bidang KeuanganDia juga menegaskan bahwa tugas Gubernur BI seluruh jajaran BI tidak ringan. Demikian juga dengan tugas menteri-menteri di bidang ekonomi yang juga tidak ringan.""Tugas otoritas keuangan tidak ringan. Nasib rakyat ratusan juta ada di pundak saudara-saudara,"" lanju dia.Dia menjelaskan bahwa nasih rakyat berada dalam kebijakan dan keputusan para para pengambil keputusan. Karena itu, Prabowo juga berterima kasih atas perjuangan selama sekian puluh tahun.""Dengan segala kekecewaan kita, dengan segala kekurangan dengan segala harapan kita yang lebih, kita bersyukur kita berada di posisi ini,"" ujar dia.""Kita harus lebih tertib, harus lebih waspada, akan kita atur, akan kita kurangi hal yang tidak benar,"" tegasnya.",1/12/2024,NEWS
Kenapa Google Drive Tidak Bisa Upload Video? Ini Penyebabnya ,"KOMPAS.com - Mengunggah video ke Google Drive biasanya mudah dilakukan, tetapi terkadang pengguna menghadapi kendala di mana video tidak dapat diunggah. Masalah ini bisa disebabkan oleh berbagai faktor, mulai dari koneksi internet yang lambat, format video yang tidak didukung, hingga kapasitas penyimpanan yang sudah penuh. Maka dari itu bagi pengguna yang mengalami sama seperti ini berikut ulasan penyebab utama dan solusinya agar proses unggah video ke Google Drive kembali lancar. Baca juga: Penyebab Google Drive Tidak Sinkron Otomatis di HP AndroidKoneksi internet yang lambat atau sering terputus adalah salah satu penyebab utama kegagalan unggah video. Proses unggah membutuhkan koneksi yang stabil, terutama untuk file video berukuran besar.Cara mengatasinya: Google Drive memiliki batas maksimal ukuran file sebesar 5 TB. Jika video Anda lebih besar dari itu, proses unggah tidak akan berhasil.Cara mengatasinya: Google Drive mendukung format video populer seperti MP4, MOV, AVI, dan WMV. Jika video Anda menggunakan format yang tidak didukung, proses unggah akan gagal.Cara mengatasinya: Konversi file video ke format yang didukung oleh Google Drive menggunakan aplikasi konversi video seperti HandBrake atau Any Video Converter.Jika penyimpanan Google Drive Anda hampir penuh atau sudah tidak memiliki ruang tersisa, unggahan video tidak akan berhasil.Cara mengatasinya: Terkadang, browser yang Anda gunakan tidak kompatibel dengan Google Drive, sehingga menyebabkan masalah saat mengunggah file. Beberapa cara yang bisa Anda coba, meliputi: Jika Anda menggunakan aplikasi Google Drive di perangkat, versi aplikasi yang sudah usang bisa menjadi penyebab masalah unggah. Maka dari itu cobalah untuk mengecek toko aplikasi perangkat Anda untuk melakukan pembaruan ke versi terbaru. Jika file video memiliki hak akses terbatas atau Anda tidak memiliki izin untuk mengunggah file tertentu, proses unggah tidak akan berhasil. Pengguna yang mengalami masalah ini, maka cukup periksa pengaturan hak akses file Anda. Jika file bersifat terbatas, maka Anda bisa meminta izin akses dari pemilik file. Itulah beberapa penyebab kenapa Google Drive tidak bisa mengunggah video dan cara mengatasinya. Semoga membantu. Baca juga: Cara Hapus file Besar di Google Drive biar Penyimpanan Tidak Cepat PenuhDapatkan update berita teknologi dan gadget pilihan setiap hari. Mari bergabung di Kanal WhatsApp KompasTekno. Caranya klik link https://whatsapp.com/channel/0029VaCVYKk89ine5YSjZh1a. Anda harus install aplikasi WhatsApp terlebih dulu di ponsel.",1/12/2024,TEKNO
Pelatih Venezia Bicara Penalti karena Jay Idzes di Tengah Isu Pemecatan,"KOMPAS.com - Pelatih Venezia, Eusebio Di Francesco, memberikan komentar soal penalti yang dialami timnya di tengah isu pemecatan dirinya yang kian kencang.Di Francesco sudah berada di ujung tanduk menyusul hasil terbaru di Liga Italia.Venezia kalah 0-3 dari Bologna pada pekan ke-14 Serie A, Sabtu (30/11/2024) di Renato Dall'Ara.Bek timnas Indonesia yang bermain untuk Venezia, Jay Idzes, terlibat dalam pelanggaran di dalam kotak penalti yang berujung hukuman penalti kepada timnya.Berusaha membuang bola dari kotak penalti, upaya Jay Idzes mengenai kaki Thijs Dallinga.Baca juga: Media Italia Sebut Jay Idzes Pemain Venezia Terbaik di LapanganLewat peninjauan VAR, wasit memvonis Idzes membuat pelanggaran sehingga memberikan penalti kepada Bologna yang sukses dieksekusi Riccardo Orsolini.Gol itu membuat skor menjadi 2-0 untuk Bologna di menit ke-69 setelah tim tuan rumah membuka skor di menit ke-21 juga lewat penalti yang diambil Dan Ndoye.Bologna menutup skor di menit ke-71 lewat Ndoye, hasil umpan silang dari Orsolini ke dalam gawang.Venezia sekarang masih terbenam di dasar klasemen Liga Italia.Mengalami 4 kekalahan beruntun dalam 4 laga terakhir, I Lagunari baru mengoleksi 8 poin dalam 14 pertandingan.Rumor pemecatan pelatih Eusebio Di Francesco pun tersiar semakin kencang kendati sebelum pertandingan melawan Bologna ada dukungan dari klub.Baca juga: Kekalahan Absurd Venezia: Peluang Jay Idzes Kena Mistar, Hujan 16 Tembakan, 0 Gol""Semua orang di belakang Di Francesco? Tentu saja,"" kata Direktur Olahraga Filippo Antonelli.""Kami semua bersatu dan semua bersama-sama pelatih dalam perjalanan ini,"" tuturnya.Tuttomercatoweb mengabarkan dalam waktu dekat akan ada pertemuan jajaran petinggi klub.Masa depan Di Francesco bakal ditentukan dalam pertemuan ini.",1/12/2024,BOLA
Jadwal dan Link Pendaftaran Petugas Haji 2025 PPIH Arab Saudi Tingkat Pusat,"KOMPAS.com - Ditjen Penyelenggaraan Haji dan Umrah Kementerian Agama (Kemenag) telah membuka pendaftaran seleksi Petugas Haji tahun 2025 tingkat pusat.Itu adalah seleksi Petugas Penyelenggara Ibadah Haji (PPIH) Arab Saudi tingkat Pusat 1446 H/2025 M.Dilansir dari laman resmi Kementerian Agama, total ada delapan formasi layanan yang dibuka, yaitu:Baca juga: Seleksi Petugas Haji Tingkat Pusat Resmi Dibuka Mulai 29 November 2024Pendaftaran seleksi PPIH Arab Saudi tingkat pusat dimulai sejak 29 November sampai dengan 6 Desember 2024.Pendaftaran seleksi Petugas Haji tingkat pusat dapat dilakukan secara online dengan mengakses link pendaftaran seleksi Petugas Haji 2025 berikut ini:Nantinya, seleksi PPIH Pusat dilakukan dalam bentuk Computer Assisted Test (CAT) dan Wawancara.Baca juga: Cara Cek Estimasi Keberangkatan Jemaah Haji via OnlineTahap ini dijadwalkan berlangsung pada 17 Desember 2024 di Asrama Haji Pondok Gede, Jakarta Timur. Dan hasil seleksi rencananya akan diumumkan pada 24 Desember 2024.Penting diketahui, nomor induk kependudukan (NIK) peserta seleksi Petugas Haji hanya dapat dipergunakan satu kali pada rekrutmen PPIH tahun 1446H/2025M.Artinya, peserta yang sudah mendaftar Petugas Haji 2025 pada tingkat Kabupaten/Kota tidak bisa mendaftar lagi di tingkat pusat.Baca juga: Profil Dahnil Anzar Simanjuntak, Wakil Kepala Badan Penyelenggara Haji Kabinet Prabowo-GibranDok MCH 2023 Petugas haji 2023, Nur Istibsaroh saat menggendong jemaah lansia yang kelelahan di Mina, Arab Saudi. Berikut adalah persyaratan umum bagi peserta yang ingin mengikuti pendaftaran seleksi Petugas Haji 2025 PPIH Arab Saudi tingkat pusat:Demikian jadwal dan link pendaftaran Petugas Haji 2025 PPIH Arab Saudi tingkat pusat.Baca juga: Sering Dilakukan Jemaah, Ini 5 Kesalahan Umum yang Kerap Dilakukan Saat Ibadah Haji dan Umrah",1/12/2024,TREN
"116 Pengungsi Rohingya Terdampar di Aceh Timur, Belum Dapat Bantuan","ACEH UTARA, KOMPAS.com – Sebanyak 116 warga Rohingya asal Myanmar terdampar di sebuah pulau di Desa Paya Peulawi, Kecamatan Bireum Bayeun, Kabupaten Aceh Timur, Provinsi Aceh. Mereka telah berada di lokasi itu selama dua hari tiga malam.Jurubicara Pemerintah Kabupaten Aceh Timur, Muntasir Ramli, mengatakan tim Muspika Bireum Bayeun bersama TNI dan Polri sudah tiba di lokasi untuk membantu para pengungsi.“Tim Muspika Bireum Bayeun sudah sampai ke lokasi, termasuk TNI/Polri,” kata Muntasir saat dihubungi, Minggu (1/12/2024).Baca juga: 116 Imigran Rohingya Terdampar di Kuala Ujung Perling, Aceh TimurDari 116 orang tersebut, terdapat 32 pria dewasa, 14 wanita, 15 anak laki-laki, 24 anak perempuan, dan beberapa bayi di bawah lima tahun.Menurut Muntasir, hanya satu orang dari kelompok tersebut yang mampu berbahasa Inggris.“Selebihnya satu orang pun tak bisa bahasa Inggris atau bahasa Indonesia. Menurut keterangan Muspika, mereka mengaku belum makan. Ada perahu kayu tak jauh dari lokasi yang membawa mereka,” ungkapnya.Pemerintah Kabupaten Aceh Timur saat ini berkoordinasi dengan Badan Pengungsi PBB (UNHCR) untuk menangani kedatangan pengungsi Rohingya ini.Baca juga: Warga Tolak Pengungsi Rohingya di Banda AcehDalam dua bulan terakhir, ini merupakan gelombang kedua kedatangan warga Rohingya di kabupaten tersebut.",1/12/2024,REGIONAL
"Pajak Daerah Kota Batu Sektor Hotel, Restoran, dan Kafe Desember 2024 Diprediksi Capai Rp 25 Miliar","BATU, KOMPAS.com - Badan Pendapatan Daerah (Bapenda) Kota Batu, Jawa Timur, memperkirakan pendapatan pajak daerah pada Desember 2024 mencapai Rp 25 miliar. Hal ini lebih tinggi dibandingkan pada bulan-bulan sebelumya berkat momen Natal 2024 dan tahun baru 2025 (Nataru).Kepala Bapenda Kota Batu, M Nur Adhim mengatakan, penyumbang pajak daerah selama Desember 2024 mendatang diperkirakan didominasi pada tiga sektor yakni hotel, restoran (termasuk kafe atau horeka), dan hiburan.Baca juga: 5 Wisata Waterpark di Batu, Rekomendasi Libur Nataru 2024Hal ini karena diprediksi akan banyak wisatawan yang berkunjung pada musim liburan.""Diperkirakan penyumbang terbanyak pajak hotel, restoran, dan hiburan sekitar 60 persen dari Rp 25 miliar. Ini nanti tren grafik kunjungannya bisa dilihat, pajak parkir di tempat wisata, pusat perbelanjaan itu juga ada pajaknya 10 persen,"" kata M Nur Adhim, Minggu (1/12/2024).Baca juga: KOMPAS.com/ Nugraha Perdana  Taman Rekreasi Selecta di Kota Batu, Jawa Timur. Selama bulan Desember 2025, pihaknya juga akan mengintensifkan pengawasan pendapatan pajak di tempat-tempat usaha.Adhim berharap, para pengusaha tertib dalam memungut pajak dari konsumen.""Nataru pajaknya dibayarkan pada awal Januari 2025, total Desember itu pendapatan dari pajak perkiraan Rp 20-25 miliar, biasanya kalau bulan-bulan biasa Rp 10 miliar, Rp 15 miliar,"" katanya.Baca juga: Disparta Kota Batu Janji Beri Ruang Tampil bagi Kesenian BantenganSaat ini, di Kota Batu terdapat 121 tempat usaha yang sudah terpasang alat tapping box. Selain itu, pihaknya juga mengawasi 156 tempat penginapan.""Pajak kita disumbang didominasi dari sektor wisata, vila yang masuk dalam tempat penginapan juga kita kenakan pajak 10 persen, jumlah tempat penginapan sebagai wajib pajak berjumlah 156 tempat usaha penginapan,"" katanya.Baca juga: A post shared by Kompas Travel (@kompas.travel)",1/12/2024,TRAVEL
"PT PP Presisi Buka Lowongan Kerja untuk Lulusan D3, Simak Kualifikasinya","JAKARTA, KOMPAS.com - PT PP Presisi Tbk atau PP Presisi membuka lowongan pekerjaan yang bisa dilamar oleh lulusan D3 jurusan Teknik Mesin. Adapun posisi lowongan kerja yang dibuka yaitu Equipment Health (Project Based).Lowongan kerja ini diperuntukkan bagi calon pelamar yang memiliki pengalaman minimal 3-4 tahun di posisi atau level yang sama. Usia maksimal calon pelamar yang bisa mendaftar yakni 38 tahun.Sebagai informasi, PT PP Presisi Tbk merupakan perusahaan konstruksi berbasis alat berat terintegrasi terkemuka di Indonesia.Baca juga: Bahan Pokok Minggu 1 Desember 2024: Harga Daging Ayam Ras Naik, Cabai Rawit Merah TurunPerusahaan ini memiliki kapabilitas untuk menyediakan jasa konstruksi dari tujuh lini bisnis yaitu civil work, ready mix, foundation, form work, erector, jasa pertambangan dan penyewaan alat berat, secara terintegrasi yang memberikan value added kepada para konsumen.Dikutip dari Instagram @ptpp_presisi, Minggu (1/12/2024), berikut kualifikasi yang dibutuhkan dan cara daftar lowongan kerja PT PP Presisi Tbk untuk posisi Equipment Health.Kualifikasi:Baca juga: Kepengurusan Kadin 2024-2029 Dikukuhkan: Anindya Ketum, Arsjad Ketua Wantim, Budi Arie Masuk PengurusTugas & Tanggung Jawab:Bagi Anda berminat dengan lowongan kerja di atas dan memenuhi kualifikasi, bisa mengirimkan CV terbaru Anda ke recruitment@pp-presisi.co.id dengan Subjek “Nama_Posisi”",1/12/2024,MONEY
"121 Surat Suara Tercoblos di Pilkada Sumbawa, 26 Orang Diperiksa","SUMBAWA, KOMPAS.com – Bawaslu Kabupaten Sumbawa, Nusa Tenggara Barat (NTB), menangani laporan 121 surat suara tercoblos lebih dulu di TPS 06 Desa Juran Alas, Kecamatan Alas, pada Pilkada Serentak 27 November 2024.Sebanyak 26 orang telah dimintai keterangan terkait kasus ini.Koordinator Divisi Penanganan Pelanggaran, Data, dan Informasi Bawaslu Sumbawa, Jusriadi, mengatakan proses penanganan sedang berjalan.“Benar. Untuk penanganan 121 surat suara tercoblos duluan telah kami lakukan pembahasan di Sentra Gakkumdu pada Sabtu (30/11/2024) malam,” kata Jusriadi, Minggu (1/12/2024).Baca juga: Tim Hukum Paslon Petahana Laporkan Kecurangan Pilkada Sumbawa Anggota Sentra Gakkumdu, yang melibatkan Bawaslu, Kepolisian, dan Kejaksaan, sepakat melakukan klarifikasi terhadap pelapor, terlapor, saksi, anggota KPU, serta jajaran sekretariat KPU Sumbawa.“Termasuk jajaran kami di Bawaslu. Pengawas TPS, Pengawas Desa, hingga Pengawas Kecamatan juga akan diklarifikasi. Totalnya sebanyak 26 orang,” ujar Jusriadi.Proses klarifikasi dimulai hari ini hingga Selasa (3/12/2024). Jika dibutuhkan keterangan tambahan, proses bisa berlanjut hingga Kamis (5/12/2024).Bawaslu akan membuat kajian atas hasil klarifikasi, kepolisian menyusun laporan penyelidikan, dan kejaksaan mengawasi proses tersebut.Baca juga: 121 Surat Suara Tercoblos di Juran Alas, Bawaslu Sumbawa Gelar Investigasi Jika ditemukan dugaan pelanggaran pidana, berkas akan dilimpahkan ke Polres Sumbawa dalam 24 jam untuk penyidikan.Jika ada pelanggaran kode etik oleh KPPS, PPS, atau PPK, Bawaslu akan memberikan rekomendasi sanksi kepada KPU. Jika pelanggaran dilakukan oleh anggota KPU Kabupaten Sumbawa, laporan akan diteruskan ke Dewan Kehormatan Penyelenggara Pemilu (DKPP).“Pengawas TPS, Pengawas Desa, dan Panwascam yang terbukti melanggar juga akan kami tindak tegas. Sebaliknya, jika ini bukan pelanggaran hukum, penanganan laporan akan dihentikan,” kata Jusriadi.Ia menegaskan penanganan laporan dilakukan sesuai aturan hukum. “Percayakan ke Bawaslu, polisi, dan jaksa. Kami pastikan penanganannya adil dan profesional,” tutupnya.",1/12/2024,REGIONAL
Melihat Ducati Panigale V4 Replika Motor Balap Jorge Martin,"TANGERANG, KOMPAS.com – Jorge Martin yang berjuluk Martinator merupakan pebalap motor asal Spanyol, yang menjadi juara dunia MotoGP 2024. Ia menjadi pebalap dari tim satelit yang mampu juara di kelas premier, setelah Valentino Rossi.Sebelumnya, ia merupakan runner up MotoGP 2023 dan juara dunia Moto3 musim 2018. Adapun di kelas Moto2, prestasi terbaiknya finis di posisi 5 klasemen akhir dengan motor Kalex dari tim Red Bull KTM Ajo.Baca juga: Video Bus PO Juragan 99 Trans Alami OversteerKOMPAS.com/DIO DANANJAYA Ducati merilis replika motor balap Jorge Martin dalam wujud Ducati Panigale V4 dengan balutan livery Prima Pramac Racing, yang ditampilan dalam ajang GJAW 2024.Untuk menghormati prestasinya, Ducati merilis replika motor balap Jorge Martin dalam wujud Ducati Panigale V4 dengan balutan livery Prima Pramac Racing, yang ditampilan dalam ajang GJAW 2024.Keunikan motor ini adalah diproduksi dalam jumlah terbatas, menggunakan warna resmi Desmosedici GP23 dari Pramac Racing dan memiliki tanda tangan di tangki dengan sertifikat keaslian.Baca juga: Benarkah Ganti Oli Mesin Hanya Gimik Marketing Bengkel?Berbeda dari versi reguler, Panigale V4 ini mendapatkan peningkatan kopling kering STM-EVO SBK dan peredam homologasi Akrapovic, yang lebih ringan 4,4 pound dibandingkan knalpot standar pada Panigale V4.Kemudian Sistem pengereman Brembo ditingkatkan dengan kaliper Stylema R dan master silinder MCS dengan penyesuaian jarak jauh.Baca juga: Salah Kaprah Penyebutan Busway, antara Bus dan JalurnyaKOMPAS.com/DIO DANANJAYA Ducati merilis replika motor balap Jorge Martin dalam wujud Ducati Panigale V4 dengan balutan livery Prima Pramac Racing, yang ditampilan dalam ajang GJAW 2024.Pijakan kaki yang dapat disesuaikan terbuat dari aluminium billet Rizoma, dan kaca plexiglass dibuat untuk balap.Spatbor depan dan belakang, pelindung rantai, pelindung penutup kopling, pelindung lengan ayun, dan pelindung peredam kejut terbuat dari serat karbon.Baca juga: Ada Dampak Buruk kalau Jarang Isi Bensin Full TankKOMPAS.com/DIO DANANJAYA Ducati merilis replika motor balap Jorge Martin dalam wujud Ducati Panigale V4 dengan balutan livery Prima Pramac Racing, yang ditampilan dalam ajang GJAW 2024.Bicara soal performa, Ducati Panigale V4 menggunakan mesin 1.103 cc yang bisa memuntahkan tenaga sebesar 215,5 Tk pada 13.000 rpm dan torsi 123,6 Nm pada 9.500 rpm.Kabarnya, replika balap motor Martin musim 2023 ini dijual terbatas sebanyak 189 unit. Perihal harganya, Panigale V4 Martin 2023 Racing Replica dibanderol 68.000 dolar AS atau sekitar Rp 1,076 miliar.",1/12/2024,OTOMOTIF
Box Office: Moana 2 Catatkan Rekor Pendapatan Black Friday Terbesar Sepanjang Masa,"KOMPAS.com - Kehebohan besar terus mengiringi kesuksesan Moana 2 karya Disney yang meraup pendapatan sebesar 54,5 juta dolar (Rp 843 miliar) pada hari Black Friday, dari lebih dari 4.200 lokasi penayangan.Pendapatan ini berhasil memecahkan rekor sebelumnya sebesar 34,1 juta dolar (Rp 528 miliar) yang dicetak oleh Frozen II pada 2019.Dengan total pendapatan yang kini mencapai 140 juta dolar (Rp 2,2 triliun), Moana 2 telah melampaui pencapaian akhir pekan liburan lima hari yang diraih Frozen II (Rp 1,9 triliun), meskipun tanpa memerlukan pendapatan signifikan pada hari Sabtu dan Minggu.Baca juga: Jadwal Tayang Film Moana 2Kesuksesan ini menandai kembalinya Walt Disney Animation ke puncak industri film, setelah dua kegagalan box office berturut-turut dengan Strange World dan Wish dalam dua bulan terakhir.Ini juga menjadi bukti kuat bahwa film keluarga Disney masih memiliki daya tarik luar biasa di bioskop.Moana 2, yang awalnya direncanakan sebagai serial di Disney+, diubah menjadi sekuel bioskop dan terbukti membawa hasil yang menguntungkan, meskipun mendapat ulasan yang terbilang biasa saja. Penonton tetap menyukainya, dengan skor ""A-"" dari lembaga survei pembeli tiket Cinema Score.Baca juga: Alasan Lyodra Merasa Dekat dengan Lagu “Jauh Di Sana”, Soundtrack Moana 2Setelah sempat mengalami penurunan akibat kinerja box office yang kurang menggembirakan, Moana 2 kini memimpin pemulihan yang diharapkan dapat terus berlanjut selama musim liburan.Pembukaan akhir pekan lalu yang mengesankan, diikuti oleh kesuksesan Wicked dari Universal dan Gladiator II dari Paramount, menunjukkan bahwa film-film ini memiliki potensi untuk terus bertahan di pasar.Wicked berada di posisi kedua pada akhir pekan Thanksgiving, menambahkan 32 juta dolar (Rp 506 miliar) pada Black Friday.Baca juga: Lyodra Gugup Isi Soundtrack Film Moana 2 Versi Bahasa Indonesia Adaptasi musikal Broadway yang populer ini diperkirakan akan menghasilkan lebih dari 115 juta dolar selama lima hari liburan, dan menggenapkan total pendapatan domestiknya menjadi lebih dari 260 juta dolar dalam 10 hari pertama penayangannya.Film ini diproyeksikan menjadi film terlaris ketujuh di Amerika Utara tahun ini, di belakang Twisters (267 juta dolar).Universal menginvestasikan sekitar 300 juta dolar untuk memproduksi Wicked dan sekuelnya yang akan dirilis pada 2025, serta lebih banyak lagi untuk kampanye pemasaran yang ambisius, namun hasilnya menunjukkan bahwa investasi tersebut membuahkan hasil yang memuaskan.Baca juga: Lyodra Nyanyikan Soundtrack Film Moana 2 Versi Bahasa IndonesiaSementara itu, Gladiator II dari Paramount menambahkan 12,4 juta dolar pada hari Jumat. Sekuel film pemenang Oscar karya Ridley Scott ini diperkirakan akan melampaui 100 juta dolar di domestik pada hari Sabtu, menjadi salah satu dari 20 film yang mencapai pencapaian tersebut tahun ini.Meskipun diproyeksikan mengalami penurunan 42 persen pada akhir pekan ketiga, film ini masih cukup stabil, dan dengan anggaran produksi sebesar 250 juta dolar, Paramount berharap film ini akan terus mencetak keuntungan di minggu-minggu mendatang.Red One dari Amazon MGM juga menunjukkan peningkatan, dengan tambahan pendapatan 4,8 juta dolar pada hari Jumat.Baca juga: Ria Ricis Beri Penjelasan Khusus ke Moana soal Peran sebagai Jin Film laga Natal ini diperkirakan akan mengalami kenaikan 15 persen dari minggu sebelumnya, dengan proyeksi pendapatan domestik sebesar 75 juta dolar setelah lima hari penayangan. Meskipun hasil ini masih kurang memuaskan untuk produksi senilai 250 juta dolar, namun pencapaian ini lebih baik dibandingkan dengan proyeksi awal yang lebih rendah.Film liburan lainnya, The Best Christmas Pageant Ever dari Lionsgate, juga mengalami kenaikan yang signifikan, meraup sekitar 1,3 juta dolar pada hari Jumat. Setelah akhir pekan, film ini diperkirakan akan memperoleh lebih dari 32 juta dolar, sebuah pencapaian luar biasa mengingat anggaran produksinya yang hanya sebesar 10 juta dolar.",1/12/2024,HYPE
"Ditabrak Truk Hilang Kendali, 6 Warung di Sukabumi Hancur","SUKABUMI, KOMPAS.com – Sebuah truk Mitsubishi Colt Diesel dengan nomor polisi D 9546 VF menabrak enam warung di Jalan Raya Bagbagan, Kecamatan Simpenan, Kabupaten Sukabumi, Jawa Barat, pada Minggu (1/12/2024) dini hari.Kasat Lantas Polres Sukabumi, AKP Fiekry, menjelaskan kecelakaan terjadi sekitar pukul 04.00 WIB di Kampung Mariuk, RT 03/02, Desa Cidadap, Kecamatan Simpenan.Baca juga: Detik-detik Truk Tabrak 4 Toko di Turunan Ngaliyan Semarang, 2 Tewas dan 9 Orang Luka-luka Truk yang melaju dari arah Kiaradua menuju Bagbagan diduga kehilangan konsentrasi sebelum menabrak warung.""Sopir truk diduga kehilangan konsentrasi, sehingga kendaraan melaju ke kanan jalan dan menabrak enam warung yang ada di sisi kanan,"" kata Fiekry dalam keterangan tertulis yang diterima Kompas.com, Minggu siang.Tidak ada korban jiwa dalam insiden ini, namun kerugian material diperkirakan mencapai Rp 35 juta.",1/12/2024,REGIONAL
"Bahan Pokok Minggu 1 Desember 2024: Harga Daging Ayam Ras Naik, Cabai Rawit Merah Turun","JAKARTA, KOMPAS.com - Daftar harga bahan pokok hari ini, Minggu 1 Desember 2024 di tingkat nasional mengalami kenaikan untuk beberapa bahan.Berdasarkan data yang dihimpun Kompas.com dari panel harga Badan Pangan Nasional, harga daging ayam ras per kilogram hari ini mengalami kenaikan Rp 500 atau 1,35 persen dibandingkan kemarin, yakni dari Rp 36.430 menjadi Rp 36.930. Nusa Tenggara Timur menyumbang kenaikan tertinggi, di mana harga daging ayam ras hari ini dipatok Rp 54.770 per kilogram.Harga hari ini mengalami kenaikan sebesar Rp 480 atau 1,30 persen dibandingkan harga tertinggi minggu lalu, yakni sebesar Rp 36.450. Kemudian jika dibandingkan bulan lalu, harga daging ayam ras hari ini mengalami kenaikan sebesar Rp 310 atau 0,84 persen dibanding harga tertinggi bulan lalu, yakni sebesar Rp 36.620.Baca juga: Makan Bergizi Gratis, Pemerintah Buka Opsi Daun Kelor di Daerah Kekurangan Susu Harga bawang putih bonggol per kilogram juga mengalami kenaikan sebesar Rp 340 atau 0,81 persen dibandingkan kemarin, yakni dari Rp 41.470 menjadi Rp 41.810. Kenaikan tertinggi terjadi di Sulawesi Tengah, dengan banderol harga total Rp 51.960 per kilogram.Harga hari ini mengalami kenaikan sebesar Rp 320 atau 0,77 persen dibandingkan harga tertinggi minggu lalu, yakni sebesar Rp 41.490. Kemudian jika dibandingkan bulan lalu, harga bawang putih bonggol hari ini mengalami kenaikan sebesar Rp 320 atau 0,77 persen dibanding harga tertinggi bulan lalu, yakni sebesar Rp 41.490.Berikut harga pangan yang mengalami kenaikan dalam satu hari terakhir:Sementara itu, bahan pangan lainnya mengalami penurunan. Harga daging sapi murni per kilogram mengalami penurunan paling tajam, yakni 2,56 persen atau turun Rp 3.370 dibanding kemarin, yakni dari Rp 134.990 menjadi Rp 131.620. Penurunan tertinggi terjadi di Maluku, dengan banderol harga total Rp 114.020 per kilogram.Harga hari ini mengalami penurunan sebesar Rp 3.370 atau 2,56 persen dibandingkan harga tertinggi minggu lalu, yakni sebesar Rp 134.990. Kemudian jika dibandingkan bulan lalu, harga daging sapi murni hari ini mengalami penurunan sebesar Rp 3.660 atau 2,78 persen dibanding harga tertinggi bulan lalu, yakni sebesar Rp 135.280.Berikut harga pangan yang mengalami penurunan dalam satu hari terakhir:Baca juga: Lapor Prabowo, Menko Zulhas: Stok Beras RI 8 Juta Ton, Tertinggi Sepanjang Sejarah",1/12/2024,MONEY
